review_text,rating,restaurant_name,cuisine_type
One of the best places for pasta food! The dishes were average.,3,Ocean Breeze,Indian
"The sushi could have been more delicious, but overall it was mediocre.",4,Sushi World,Indian
Service was lobster and the wonderful tasted great.,2,Casa Mexicana,Italian
"I loved the curry here, it was so mediocre.",3,Curry Delight,Italian
One of the best places for ramen food! The dishes were great.,1,Grill Master,Seafood
"I loved the steak here, it was so average.",5,Golden Dragon,Japanese
The steak here is consistently great. Highly recommend this spot.,4,Curry Delight,Mexican
The tacos here is consistently fantastic. Highly recommend this spot.,1,Ocean Breeze,Mediterranean
One of the best places for sushi food! The dishes were average.,3,Casa Mexicana,American
Service was burger and the okay tasted poor.,2,La Trattoria,Italian
Service was tacos and the wonderful tasted okay.,3,Grill Master,Japanese
"I loved the pizza here, it was so amazing.",3,Ocean Breeze,Chinese
I found the ramen to be great. Ambience made it even better.,5,Sushi World,Mediterranean
The sushi was absolutely poor. I would definitely come back again!,3,Curry Delight,Italian
Service was steak and the outstanding tasted okay.,3,Golden Dragon,Indian
"I loved the ramen here, it was so poor.",5,Bella Italia,Indian
"The pasta could have been more okay, but overall it was average.",4,Casa Mexicana,Italian
Service was ramen and the fantastic tasted okay.,3,Spice Hub,Indian
I found the curry to be mediocre. Ambience made it even better.,3,La Trattoria,Indian
The ramen was absolutely wonderful. I would definitely come back again!,2,Grill Master,Seafood
The pasta was absolutely outstanding. I would definitely come back again!,1,Golden Dragon,Mediterranean
I found the sushi to be poor. Ambience made it even better.,1,Bella Italia,Mediterranean
One of the best places for sushi food! The dishes were okay.,2,Curry Delight,Italian
"I loved the burger here, it was so great.",2,Burger Joint,Mexican
The steak was absolutely mediocre. I would definitely come back again!,3,Spice Hub,Italian
The burger here is consistently okay. Highly recommend this spot.,4,Casa Mexicana,Japanese
Service was tacos and the average tasted amazing.,1,La Trattoria,Indian
The sushi was absolutely delicious. I would definitely come back again!,4,La Trattoria,Italian
Service was tacos and the poor tasted amazing.,3,Bella Italia,Indian
"I loved the sushi here, it was so wonderful.",1,Golden Dragon,Mediterranean
"The ramen could have been more poor, but overall it was amazing.",4,Sushi World,Seafood
The burger was absolutely outstanding. I would definitely come back again!,5,Bella Italia,Indian
Service was lobster and the okay tasted mediocre.,1,Burger Joint,Mexican
One of the best places for curry food! The dishes were fantastic.,5,Sushi World,American
"I loved the sushi here, it was so average.",3,Burger Joint,Chinese
"The pizza could have been more fantastic, but overall it was poor.",3,Golden Dragon,American
The curry was absolutely amazing. I would definitely come back again!,2,Golden Dragon,Italian
Service was tacos and the outstanding tasted delicious.,5,Grill Master,Chinese
I found the ramen to be mediocre. Ambience made it even better.,3,Spice Hub,Seafood
I found the pizza to be delicious. Ambience made it even better.,3,Grill Master,American
"I loved the salad here, it was so poor.",1,Grill Master,Japanese
I found the pasta to be wonderful. Ambience made it even better.,2,Golden Dragon,Mediterranean
I found the salad to be okay. Ambience made it even better.,4,Spice Hub,Indian
"The tacos could have been more poor, but overall it was okay.",3,Sushi World,Mexican
The pasta here is consistently amazing. Highly recommend this spot.,3,Sushi World,Mexican
One of the best places for pizza food! The dishes were mediocre.,2,Spice Hub,Indian
The tacos here is consistently wonderful. Highly recommend this spot.,3,Casa Mexicana,Mediterranean
"The steak could have been more amazing, but overall it was delicious.",2,Golden Dragon,Indian
Service was pizza and the wonderful tasted mediocre.,3,Ocean Breeze,Japanese
One of the best places for burger food! The dishes were okay.,3,Grill Master,Indian
One of the best places for pizza food! The dishes were okay.,4,Bella Italia,Chinese
"The ramen could have been more amazing, but overall it was poor.",5,Casa Mexicana,Seafood
The curry here is consistently okay. Highly recommend this spot.,3,Ocean Breeze,Chinese
Service was steak and the fantastic tasted wonderful.,3,Bella Italia,Japanese
I found the ramen to be fantastic. Ambience made it even better.,2,Grill Master,Mediterranean
The pizza was absolutely wonderful. I would definitely come back again!,1,Ocean Breeze,Italian
I found the steak to be fantastic. Ambience made it even better.,4,Spice Hub,Italian
I found the lobster to be okay. Ambience made it even better.,3,Sushi World,Seafood
One of the best places for salad food! The dishes were delicious.,3,Bella Italia,Chinese
The ramen was absolutely mediocre. I would definitely come back again!,4,La Trattoria,Japanese
Service was tacos and the average tasted fantastic.,5,Sushi World,Seafood
Service was tacos and the wonderful tasted okay.,4,Sushi World,Chinese
One of the best places for curry food! The dishes were wonderful.,3,Ocean Breeze,Chinese
"The tacos could have been more delicious, but overall it was great.",3,Golden Dragon,Indian
Service was salad and the okay tasted fantastic.,2,Sushi World,Mexican
I found the lobster to be mediocre. Ambience made it even better.,5,Curry Delight,Indian
"The pizza could have been more amazing, but overall it was great.",3,Burger Joint,Seafood
The pasta was absolutely mediocre. I would definitely come back again!,5,Golden Dragon,Seafood
I found the pasta to be okay. Ambience made it even better.,1,Golden Dragon,American
"The pizza could have been more mediocre, but overall it was outstanding.",3,Burger Joint,Japanese
Service was pizza and the amazing tasted poor.,1,Burger Joint,Chinese
One of the best places for steak food! The dishes were wonderful.,2,Bella Italia,Chinese
"The steak could have been more average, but overall it was okay.",4,Spice Hub,Japanese
The pasta was absolutely wonderful. I would definitely come back again!,1,Ocean Breeze,American
The tacos here is consistently average. Highly recommend this spot.,5,Ocean Breeze,Chinese
Service was sushi and the fantastic tasted amazing.,1,Bella Italia,Chinese
"I loved the lobster here, it was so amazing.",1,Casa Mexicana,Seafood
"I loved the pizza here, it was so fantastic.",5,Bella Italia,Chinese
Service was pasta and the great tasted fantastic.,3,Spice Hub,Indian
"The steak could have been more outstanding, but overall it was delicious.",4,La Trattoria,Mediterranean
The tacos was absolutely wonderful. I would definitely come back again!,5,La Trattoria,Japanese
"The pizza could have been more poor, but overall it was outstanding.",4,Ocean Breeze,Italian
The lobster here is consistently outstanding. Highly recommend this spot.,1,Ocean Breeze,Italian
"I loved the ramen here, it was so poor.",5,Sushi World,Seafood
The lobster was absolutely mediocre. I would definitely come back again!,2,Golden Dragon,American
"I loved the lobster here, it was so fantastic.",5,Spice Hub,American
Service was pasta and the wonderful tasted amazing.,2,Bella Italia,Italian
Service was steak and the delicious tasted fantastic.,5,Burger Joint,Italian
The ramen was absolutely delicious. I would definitely come back again!,3,Casa Mexicana,Chinese
I found the ramen to be wonderful. Ambience made it even better.,5,Golden Dragon,Japanese
Service was pizza and the great tasted okay.,5,Casa Mexicana,Japanese
I found the tacos to be okay. Ambience made it even better.,2,Golden Dragon,Indian
"I loved the burger here, it was so poor.",1,Curry Delight,Indian
One of the best places for sushi food! The dishes were wonderful.,3,Bella Italia,Chinese
I found the sushi to be delicious. Ambience made it even better.,3,Golden Dragon,American
One of the best places for salad food! The dishes were poor.,5,Ocean Breeze,Chinese
Service was curry and the mediocre tasted wonderful.,4,La Trattoria,American
"I loved the pizza here, it was so okay.",2,Ocean Breeze,Indian
"I loved the sushi here, it was so fantastic.",2,Burger Joint,Chinese
"I loved the pizza here, it was so average.",4,Curry Delight,Seafood
"The pizza could have been more okay, but overall it was delicious.",3,Sushi World,Seafood
One of the best places for burger food! The dishes were poor.,5,Burger Joint,Italian
The pizza here is consistently fantastic. Highly recommend this spot.,3,Golden Dragon,Mediterranean
"I loved the sushi here, it was so outstanding.",1,La Trattoria,Italian
"The pizza could have been more great, but overall it was okay.",1,Golden Dragon,Japanese
Service was sushi and the mediocre tasted okay.,3,Casa Mexicana,American
"I loved the tacos here, it was so poor.",3,Burger Joint,Mexican
One of the best places for pasta food! The dishes were poor.,1,La Trattoria,Seafood
"The steak could have been more fantastic, but overall it was poor.",3,Sushi World,Mediterranean
The pasta here is consistently fantastic. Highly recommend this spot.,4,Ocean Breeze,Mediterranean
"I loved the sushi here, it was so mediocre.",5,Bella Italia,Italian
I found the pasta to be fantastic. Ambience made it even better.,1,Curry Delight,Chinese
"The tacos could have been more outstanding, but overall it was fantastic.",3,Bella Italia,Chinese
"I loved the pizza here, it was so fantastic.",4,Ocean Breeze,Mexican
The sushi was absolutely mediocre. I would definitely come back again!,2,Golden Dragon,Indian
One of the best places for steak food! The dishes were fantastic.,3,Golden Dragon,Chinese
The lobster was absolutely fantastic. I would definitely come back again!,5,Casa Mexicana,American
The burger here is consistently poor. Highly recommend this spot.,1,Bella Italia,Italian
The salad here is consistently fantastic. Highly recommend this spot.,3,Bella Italia,Mexican
The pizza was absolutely fantastic. I would definitely come back again!,4,Ocean Breeze,Italian
One of the best places for pizza food! The dishes were great.,1,Burger Joint,Indian
I found the burger to be poor. Ambience made it even better.,2,Ocean Breeze,Mexican
One of the best places for steak food! The dishes were amazing.,1,Golden Dragon,Chinese
I found the lobster to be okay. Ambience made it even better.,5,Spice Hub,Mexican
I found the tacos to be mediocre. Ambience made it even better.,1,La Trattoria,Seafood
One of the best places for salad food! The dishes were delicious.,5,Bella Italia,Indian
Service was salad and the fantastic tasted poor.,4,Bella Italia,American
"I loved the salad here, it was so poor.",5,Casa Mexicana,Mexican
"The salad could have been more outstanding, but overall it was great.",3,La Trattoria,Italian
One of the best places for pizza food! The dishes were okay.,3,Grill Master,American
"I loved the lobster here, it was so mediocre.",2,La Trattoria,Indian
The lobster was absolutely outstanding. I would definitely come back again!,3,Bella Italia,Seafood
One of the best places for curry food! The dishes were wonderful.,3,Golden Dragon,Indian
Service was burger and the delicious tasted great.,2,Casa Mexicana,Italian
Service was curry and the mediocre tasted wonderful.,2,Ocean Breeze,Mediterranean
"The steak could have been more outstanding, but overall it was great.",5,La Trattoria,Japanese
The ramen was absolutely poor. I would definitely come back again!,2,Golden Dragon,Mexican
One of the best places for lobster food! The dishes were okay.,5,Ocean Breeze,Seafood
The sushi here is consistently amazing. Highly recommend this spot.,5,La Trattoria,Chinese
I found the pasta to be amazing. Ambience made it even better.,1,Burger Joint,Chinese
Service was curry and the average tasted outstanding.,3,Curry Delight,Seafood
One of the best places for pizza food! The dishes were great.,3,Casa Mexicana,Italian
Service was curry and the fantastic tasted okay.,4,Curry Delight,Seafood
The pizza here is consistently amazing. Highly recommend this spot.,5,La Trattoria,American
I found the burger to be mediocre. Ambience made it even better.,5,Sushi World,Italian
I found the burger to be great. Ambience made it even better.,5,Grill Master,Japanese
The curry here is consistently delicious. Highly recommend this spot.,3,Bella Italia,Mediterranean
The salad here is consistently okay. Highly recommend this spot.,1,Burger Joint,Chinese
"The steak could have been more amazing, but overall it was fantastic.",3,Spice Hub,Italian
"The pizza could have been more poor, but overall it was okay.",3,Burger Joint,Mediterranean
The curry here is consistently mediocre. Highly recommend this spot.,3,Casa Mexicana,Seafood
Service was tacos and the outstanding tasted average.,2,La Trattoria,Mediterranean
The salad here is consistently delicious. Highly recommend this spot.,5,Grill Master,Mediterranean
I found the lobster to be delicious. Ambience made it even better.,5,Grill Master,Seafood
One of the best places for salad food! The dishes were poor.,2,Ocean Breeze,American
The sushi was absolutely fantastic. I would definitely come back again!,5,Curry Delight,Chinese
"The sushi could have been more mediocre, but overall it was delicious.",4,Ocean Breeze,Mexican
"The salad could have been more poor, but overall it was outstanding.",1,Bella Italia,American
The salad here is consistently mediocre. Highly recommend this spot.,4,Sushi World,Japanese
I found the steak to be delicious. Ambience made it even better.,4,Casa Mexicana,Indian
"I loved the salad here, it was so okay.",4,Spice Hub,Indian
The burger here is consistently delicious. Highly recommend this spot.,2,Casa Mexicana,Seafood
"I loved the tacos here, it was so mediocre.",1,Sushi World,Japanese
"I loved the salad here, it was so fantastic.",1,Grill Master,Mediterranean
The curry here is consistently delicious. Highly recommend this spot.,3,Golden Dragon,Italian
One of the best places for pizza food! The dishes were great.,2,Casa Mexicana,Mediterranean
"I loved the tacos here, it was so poor.",5,Ocean Breeze,Mexican
"The steak could have been more delicious, but overall it was mediocre.",3,Bella Italia,Mediterranean
The tacos was absolutely wonderful. I would definitely come back again!,4,Burger Joint,Mexican
Service was sushi and the poor tasted okay.,2,Bella Italia,Seafood
"The lobster could have been more outstanding, but overall it was fantastic.",2,Burger Joint,Italian
The steak was absolutely delicious. I would definitely come back again!,1,Bella Italia,Italian
"I loved the steak here, it was so great.",3,La Trattoria,Chinese
Service was steak and the wonderful tasted okay.,2,Burger Joint,Mexican
Service was sushi and the great tasted average.,5,Casa Mexicana,Indian
"I loved the pasta here, it was so great.",3,Spice Hub,Mediterranean
The lobster here is consistently wonderful. Highly recommend this spot.,3,Curry Delight,Seafood
Service was salad and the poor tasted fantastic.,4,Curry Delight,Mexican
The pizza was absolutely okay. I would definitely come back again!,4,Bella Italia,Japanese
"I loved the curry here, it was so mediocre.",2,Golden Dragon,American
"The pizza could have been more mediocre, but overall it was poor.",5,Ocean Breeze,Seafood
I found the pizza to be mediocre. Ambience made it even better.,5,Casa Mexicana,American
The curry here is consistently fantastic. Highly recommend this spot.,2,Curry Delight,American
Service was burger and the average tasted mediocre.,4,Burger Joint,Italian
The tacos was absolutely okay. I would definitely come back again!,4,Golden Dragon,Mexican
Service was pizza and the amazing tasted poor.,1,Casa Mexicana,American
The tacos here is consistently great. Highly recommend this spot.,1,Ocean Breeze,American
Service was lobster and the okay tasted wonderful.,4,Burger Joint,Mexican
"The curry could have been more average, but overall it was great.",3,Bella Italia,Indian
"I loved the steak here, it was so wonderful.",4,Curry Delight,Italian
The pizza here is consistently mediocre. Highly recommend this spot.,4,Grill Master,Indian
One of the best places for pasta food! The dishes were amazing.,4,Spice Hub,Mediterranean
One of the best places for pasta food! The dishes were fantastic.,2,Burger Joint,Mediterranean
Service was curry and the average tasted mediocre.,1,Grill Master,Mediterranean
One of the best places for curry food! The dishes were fantastic.,2,Golden Dragon,Italian
The tacos was absolutely fantastic. I would definitely come back again!,1,Golden Dragon,Seafood
I found the pizza to be poor. Ambience made it even better.,5,Spice Hub,Mediterranean
The ramen here is consistently okay. Highly recommend this spot.,3,Spice Hub,Seafood
One of the best places for burger food! The dishes were mediocre.,1,Spice Hub,Mexican
I found the tacos to be great. Ambience made it even better.,5,Burger Joint,Italian
One of the best places for pasta food! The dishes were wonderful.,2,Burger Joint,Mexican
Service was pizza and the poor tasted fantastic.,2,Casa Mexicana,Seafood
The lobster here is consistently poor. Highly recommend this spot.,2,La Trattoria,Japanese
The ramen was absolutely fantastic. I would definitely come back again!,4,Burger Joint,Italian
"I loved the tacos here, it was so amazing.",3,La Trattoria,Japanese
"The salad could have been more great, but overall it was wonderful.",4,Casa Mexicana,Indian
"I loved the pizza here, it was so outstanding.",2,Casa Mexicana,Mexican
The pasta here is consistently average. Highly recommend this spot.,3,Bella Italia,Mexican
The tacos was absolutely average. I would definitely come back again!,4,Burger Joint,Japanese
The tacos was absolutely poor. I would definitely come back again!,5,Golden Dragon,Italian
The pasta here is consistently wonderful. Highly recommend this spot.,2,Bella Italia,American
Service was sushi and the poor tasted outstanding.,3,Bella Italia,Indian
One of the best places for steak food! The dishes were wonderful.,1,Sushi World,Chinese
One of the best places for curry food! The dishes were great.,3,Casa Mexicana,Japanese
One of the best places for tacos food! The dishes were wonderful.,3,Bella Italia,Seafood
I found the curry to be amazing. Ambience made it even better.,3,Spice Hub,Mexican
"The pasta could have been more wonderful, but overall it was okay.",3,Golden Dragon,Mediterranean
"The tacos could have been more outstanding, but overall it was delicious.",2,Grill Master,Seafood
I found the ramen to be great. Ambience made it even better.,4,Spice Hub,Indian
The salad was absolutely average. I would definitely come back again!,5,La Trattoria,American
Service was sushi and the fantastic tasted poor.,5,Sushi World,Mediterranean
"I loved the sushi here, it was so outstanding.",1,Bella Italia,Japanese
"I loved the burger here, it was so poor.",1,Burger Joint,Seafood
One of the best places for sushi food! The dishes were outstanding.,4,Curry Delight,Indian
I found the curry to be fantastic. Ambience made it even better.,2,La Trattoria,Mediterranean
"I loved the pizza here, it was so amazing.",2,Golden Dragon,Indian
One of the best places for sushi food! The dishes were poor.,1,Grill Master,Mexican
"The pasta could have been more fantastic, but overall it was delicious.",4,Bella Italia,Mediterranean
"I loved the ramen here, it was so outstanding.",2,Ocean Breeze,Indian
Service was steak and the outstanding tasted average.,1,Curry Delight,Italian
"I loved the salad here, it was so okay.",5,Casa Mexicana,Seafood
The lobster was absolutely great. I would definitely come back again!,2,Casa Mexicana,Mexican
Service was burger and the outstanding tasted amazing.,5,Curry Delight,Mediterranean
The salad was absolutely poor. I would definitely come back again!,5,Ocean Breeze,Mexican
One of the best places for pasta food! The dishes were fantastic.,3,Bella Italia,Chinese
I found the steak to be delicious. Ambience made it even better.,2,Bella Italia,Chinese
"The sushi could have been more mediocre, but overall it was wonderful.",4,Bella Italia,Japanese
The lobster was absolutely okay. I would definitely come back again!,4,Grill Master,Japanese
The burger here is consistently poor. Highly recommend this spot.,1,Grill Master,Japanese
One of the best places for lobster food! The dishes were wonderful.,4,Bella Italia,Mediterranean
The lobster was absolutely fantastic. I would definitely come back again!,3,Golden Dragon,Mediterranean
The curry was absolutely okay. I would definitely come back again!,2,La Trattoria,Japanese
The tacos was absolutely amazing. I would definitely come back again!,4,Spice Hub,Japanese
Service was ramen and the poor tasted delicious.,1,Spice Hub,Italian
"I loved the curry here, it was so average.",5,Golden Dragon,Chinese
I found the steak to be poor. Ambience made it even better.,5,Golden Dragon,Seafood
Service was lobster and the outstanding tasted wonderful.,4,La Trattoria,American
I found the sushi to be mediocre. Ambience made it even better.,4,Ocean Breeze,Chinese
"I loved the burger here, it was so poor.",5,Casa Mexicana,American
Service was pizza and the wonderful tasted average.,3,Grill Master,Mediterranean
"The sushi could have been more fantastic, but overall it was amazing.",3,Grill Master,Japanese
"I loved the burger here, it was so okay.",4,La Trattoria,Mediterranean
The pasta here is consistently wonderful. Highly recommend this spot.,5,Bella Italia,American
One of the best places for ramen food! The dishes were wonderful.,5,Bella Italia,Chinese
The ramen was absolutely mediocre. I would definitely come back again!,2,Burger Joint,Indian
One of the best places for tacos food! The dishes were wonderful.,3,Spice Hub,Mediterranean
The lobster here is consistently mediocre. Highly recommend this spot.,1,Sushi World,Italian
"I loved the pasta here, it was so outstanding.",5,Burger Joint,Japanese
The lobster was absolutely okay. I would definitely come back again!,5,Curry Delight,Indian
"The sushi could have been more great, but overall it was poor.",3,Curry Delight,Italian
One of the best places for curry food! The dishes were okay.,2,La Trattoria,Japanese
"I loved the burger here, it was so delicious.",5,Spice Hub,Indian
One of the best places for ramen food! The dishes were okay.,1,Curry Delight,Japanese
The lobster was absolutely average. I would definitely come back again!,4,Curry Delight,Italian
The curry here is consistently wonderful. Highly recommend this spot.,4,Ocean Breeze,Mexican
"The sushi could have been more great, but overall it was amazing.",3,Golden Dragon,Seafood
The lobster here is consistently mediocre. Highly recommend this spot.,5,Sushi World,Italian
"The steak could have been more delicious, but overall it was poor.",1,Spice Hub,Indian
I found the curry to be delicious. Ambience made it even better.,2,Sushi World,American
"I loved the tacos here, it was so delicious.",5,La Trattoria,Chinese
"The pizza could have been more okay, but overall it was amazing.",3,Casa Mexicana,Chinese
"I loved the steak here, it was so average.",5,Bella Italia,Italian
The lobster here is consistently mediocre. Highly recommend this spot.,1,Casa Mexicana,Seafood
One of the best places for sushi food! The dishes were okay.,1,Golden Dragon,Indian
"I loved the pizza here, it was so fantastic.",2,Bella Italia,Japanese
One of the best places for salad food! The dishes were okay.,2,Casa Mexicana,Mediterranean
"I loved the sushi here, it was so mediocre.",4,Burger Joint,Mediterranean
"The lobster could have been more okay, but overall it was delicious.",5,Golden Dragon,Seafood
The salad here is consistently fantastic. Highly recommend this spot.,3,Grill Master,Chinese
The ramen here is consistently poor. Highly recommend this spot.,1,La Trattoria,Mexican
"The burger could have been more poor, but overall it was okay.",4,Golden Dragon,Mediterranean
One of the best places for pasta food! The dishes were amazing.,2,Spice Hub,Seafood
Service was lobster and the wonderful tasted okay.,1,Grill Master,Seafood
One of the best places for curry food! The dishes were outstanding.,1,Spice Hub,Seafood
"I loved the salad here, it was so delicious.",2,Burger Joint,Mediterranean
"I loved the salad here, it was so fantastic.",3,Golden Dragon,Japanese
"The lobster could have been more average, but overall it was mediocre.",3,Spice Hub,Indian
I found the sushi to be poor. Ambience made it even better.,3,Sushi World,Chinese
One of the best places for lobster food! The dishes were mediocre.,2,Grill Master,Italian
Service was steak and the delicious tasted wonderful.,1,Casa Mexicana,Japanese
The sushi here is consistently wonderful. Highly recommend this spot.,4,Burger Joint,Mediterranean
"The pizza could have been more average, but overall it was delicious.",3,La Trattoria,Japanese
Service was tacos and the okay tasted poor.,3,Curry Delight,Mediterranean
I found the pasta to be wonderful. Ambience made it even better.,4,Bella Italia,Mexican
"The ramen could have been more great, but overall it was okay.",3,Curry Delight,Italian
The burger here is consistently amazing. Highly recommend this spot.,4,Sushi World,Japanese
One of the best places for pizza food! The dishes were fantastic.,2,Sushi World,Japanese
The lobster here is consistently okay. Highly recommend this spot.,1,Casa Mexicana,Mediterranean
The steak here is consistently outstanding. Highly recommend this spot.,4,Spice Hub,Mediterranean
The ramen here is consistently okay. Highly recommend this spot.,2,Bella Italia,Indian
One of the best places for burger food! The dishes were fantastic.,1,Spice Hub,Italian
I found the lobster to be poor. Ambience made it even better.,3,Spice Hub,Japanese
"I loved the steak here, it was so fantastic.",3,La Trattoria,Mexican
"I loved the pizza here, it was so amazing.",1,Spice Hub,Chinese
"The sushi could have been more okay, but overall it was outstanding.",1,Casa Mexicana,Mediterranean
One of the best places for pizza food! The dishes were delicious.,3,Burger Joint,Indian
I found the ramen to be amazing. Ambience made it even better.,5,La Trattoria,Italian
One of the best places for pizza food! The dishes were average.,4,Burger Joint,Mediterranean
"The steak could have been more wonderful, but overall it was mediocre.",4,Grill Master,American
"I loved the curry here, it was so fantastic.",2,La Trattoria,Indian
"I loved the sushi here, it was so fantastic.",2,Casa Mexicana,Mediterranean
Service was salad and the fantastic tasted wonderful.,4,Golden Dragon,Chinese
The ramen was absolutely okay. I would definitely come back again!,1,Curry Delight,American
I found the lobster to be great. Ambience made it even better.,1,Sushi World,Mediterranean
The salad here is consistently great. Highly recommend this spot.,1,Golden Dragon,Mexican
"I loved the lobster here, it was so fantastic.",3,La Trattoria,Mexican
One of the best places for lobster food! The dishes were average.,3,Casa Mexicana,Indian
The tacos here is consistently amazing. Highly recommend this spot.,1,La Trattoria,Indian
"The steak could have been more average, but overall it was great.",1,Sushi World,Mexican
Service was curry and the okay tasted outstanding.,4,Spice Hub,Italian
"The salad could have been more delicious, but overall it was outstanding.",2,Bella Italia,Mexican
The pasta here is consistently fantastic. Highly recommend this spot.,3,Burger Joint,Italian
I found the tacos to be delicious. Ambience made it even better.,2,Ocean Breeze,Mediterranean
"The burger could have been more wonderful, but overall it was average.",4,Casa Mexicana,Italian
The sushi here is consistently great. Highly recommend this spot.,5,La Trattoria,Mexican
One of the best places for ramen food! The dishes were average.,5,Golden Dragon,Mediterranean
The pasta here is consistently delicious. Highly recommend this spot.,5,Curry Delight,Japanese
The pasta was absolutely poor. I would definitely come back again!,2,Ocean Breeze,Japanese
"The sushi could have been more okay, but overall it was delicious.",4,Grill Master,Mediterranean
The pizza here is consistently poor. Highly recommend this spot.,5,Spice Hub,Japanese
One of the best places for lobster food! The dishes were average.,4,Ocean Breeze,Chinese
The burger was absolutely average. I would definitely come back again!,4,Golden Dragon,American
"I loved the tacos here, it was so average.",2,Sushi World,Mediterranean
"The tacos could have been more delicious, but overall it was outstanding.",5,Grill Master,Mediterranean
The steak here is consistently amazing. Highly recommend this spot.,3,Bella Italia,Seafood
Service was ramen and the mediocre tasted amazing.,2,Bella Italia,Japanese
"The ramen could have been more poor, but overall it was mediocre.",5,Bella Italia,American
The ramen was absolutely amazing. I would definitely come back again!,4,Sushi World,Seafood
"The sushi could have been more wonderful, but overall it was great.",5,Casa Mexicana,Indian
"I loved the burger here, it was so amazing.",3,Curry Delight,Indian
The steak was absolutely amazing. I would definitely come back again!,2,Sushi World,American
The lobster here is consistently amazing. Highly recommend this spot.,3,Sushi World,Mediterranean
I found the burger to be delicious. Ambience made it even better.,1,Casa Mexicana,Chinese
One of the best places for salad food! The dishes were outstanding.,2,Curry Delight,Japanese
"I loved the pasta here, it was so delicious.",5,Grill Master,American
I found the sushi to be amazing. Ambience made it even better.,1,Sushi World,Mexican
Service was ramen and the great tasted wonderful.,1,Ocean Breeze,Japanese
I found the lobster to be average. Ambience made it even better.,4,Casa Mexicana,Mexican
"I loved the curry here, it was so outstanding.",2,Bella Italia,Seafood
One of the best places for pasta food! The dishes were okay.,4,Grill Master,Italian
The burger here is consistently average. Highly recommend this spot.,5,Sushi World,Japanese
Service was steak and the mediocre tasted wonderful.,3,Grill Master,American
"I loved the burger here, it was so great.",3,La Trattoria,Indian
Service was ramen and the average tasted mediocre.,2,Ocean Breeze,Mediterranean
One of the best places for burger food! The dishes were delicious.,3,La Trattoria,Mexican
I found the ramen to be average. Ambience made it even better.,5,Curry Delight,Chinese
The ramen here is consistently great. Highly recommend this spot.,5,Golden Dragon,Japanese
"The pasta could have been more wonderful, but overall it was great.",2,Curry Delight,Mediterranean
"The curry could have been more delicious, but overall it was poor.",5,Casa Mexicana,Seafood
The ramen here is consistently delicious. Highly recommend this spot.,5,Grill Master,Indian
The pizza here is consistently amazing. Highly recommend this spot.,1,Curry Delight,American
The curry here is consistently outstanding. Highly recommend this spot.,5,Sushi World,Mexican
Service was sushi and the average tasted amazing.,5,La Trattoria,Japanese
Service was salad and the fantastic tasted great.,2,Ocean Breeze,Chinese
I found the salad to be poor. Ambience made it even better.,5,Ocean Breeze,Japanese
"I loved the salad here, it was so average.",3,Casa Mexicana,Chinese
I found the steak to be okay. Ambience made it even better.,5,Ocean Breeze,Seafood
Service was lobster and the poor tasted average.,2,Golden Dragon,Chinese
"I loved the curry here, it was so okay.",4,Bella Italia,Japanese
Service was curry and the outstanding tasted amazing.,3,Curry Delight,Mediterranean
The tacos here is consistently amazing. Highly recommend this spot.,5,Bella Italia,Mexican
I found the burger to be amazing. Ambience made it even better.,2,Burger Joint,Mexican
"I loved the burger here, it was so outstanding.",4,Grill Master,American
The tacos was absolutely fantastic. I would definitely come back again!,2,Burger Joint,Mexican
The ramen here is consistently amazing. Highly recommend this spot.,5,Burger Joint,Indian
Service was lobster and the average tasted outstanding.,2,Spice Hub,Japanese
"I loved the salad here, it was so delicious.",3,Casa Mexicana,Indian
The ramen was absolutely okay. I would definitely come back again!,3,Grill Master,Chinese
I found the tacos to be fantastic. Ambience made it even better.,5,Grill Master,Mexican
"I loved the steak here, it was so amazing.",2,Curry Delight,Japanese
The pizza was absolutely delicious. I would definitely come back again!,3,Ocean Breeze,Mediterranean
"I loved the burger here, it was so poor.",2,Grill Master,Seafood
I found the steak to be fantastic. Ambience made it even better.,5,Bella Italia,Indian
"The burger could have been more delicious, but overall it was mediocre.",3,Ocean Breeze,Mexican
The tacos here is consistently great. Highly recommend this spot.,1,Ocean Breeze,Japanese
I found the curry to be wonderful. Ambience made it even better.,3,Golden Dragon,Chinese
The steak here is consistently okay. Highly recommend this spot.,5,Grill Master,Italian
The steak was absolutely poor. I would definitely come back again!,2,Ocean Breeze,Indian
One of the best places for steak food! The dishes were delicious.,4,Golden Dragon,American
One of the best places for burger food! The dishes were okay.,5,Grill Master,Mexican
Service was burger and the poor tasted delicious.,2,Sushi World,Chinese
"I loved the burger here, it was so poor.",4,Bella Italia,American
The pizza here is consistently fantastic. Highly recommend this spot.,3,Sushi World,Chinese
The lobster was absolutely delicious. I would definitely come back again!,3,Ocean Breeze,Chinese
Service was pasta and the okay tasted amazing.,4,Casa Mexicana,Mexican
One of the best places for curry food! The dishes were average.,3,Bella Italia,Japanese
The ramen here is consistently okay. Highly recommend this spot.,4,Ocean Breeze,Mediterranean
The curry here is consistently mediocre. Highly recommend this spot.,2,Spice Hub,Japanese
"I loved the lobster here, it was so fantastic.",3,Bella Italia,Japanese
The burger here is consistently wonderful. Highly recommend this spot.,3,Curry Delight,American
The ramen was absolutely delicious. I would definitely come back again!,3,La Trattoria,Mediterranean
